id,host_id,bathrooms_text,bedrooms,beds
48303790,247446830,1 shared bath,1,2
48395654,50266813,1 shared bath,3,1
48562731,383332265,1 private bath,,1
49078338,45293333,1 bath,1,1
49228728,34308537,1 shared bath,1,1
49590069,34161028,1 shared bath,1,
49702711,400866258,1 bath,1,2
49799391,377577659,1 private bath,1,1
50621186,388823905,2 shared baths,1,1
50634168,409097659,1 bath,1,1
50704666,11769840,1.5 shared baths,1,1
50929305,411760614,1 bath,,3
51165082,7531229,1 shared bath,1,1
51175991,366957773,1 bath,1,1
51385479,416144471,1 bath,1,1
51468271,68680719,2.5 baths,1,1
51523335,28722667,1.5 shared baths,1,1
52072231,421609761,1 private bath,1,1
52283717,128093565,1 shared bath,1,1
52286333,423200663,1 shared bath,1,1
52411806,263331130,2 shared baths,1,1
52472350,21194343,1 private bath,2,2
52586577,125408735,1 shared bath,1,1
52858606,70142755,1 shared bath,1,1
52968839,428838691,1 bath,1,1
53041189,427654406,1 bath,1,1
53051569,354785010,1 shared bath,1,1
53111020,397296766,1 shared bath,1,1
53199548,51595867,1 shared bath,1,1
53601751,50008174,1 shared bath,1,1
53720088,388823905,3 shared baths,1,1
53725779,164518602,1.5 shared baths,1,1
53726587,164518602,1.5 shared baths,1,1
53941700,546370,2 shared baths,1,1
53949650,57050977,1 bath,1,1
53953669,388823905,3 shared baths,1,1
54105303,8924899,1 shared bath,1,1
54273188,13282162,1 bath,1,1
54331135,10149317,1 bath,,1
54399229,441746363,2 shared baths,1,1
5.51E+17,1401835,1 shared bath,1,1
5.54E+17,72811351,1 shared bath,1,1
5.58E+17,7975932,1 shared bath,1,1
5.59E+17,364867907,2 shared baths,1,1
5.59E+17,340101464,2 shared baths,1,1
5.65E+17,256326446,1 shared bath,1,1
5.75E+17,447788073,1 bath,2,2
5.75E+17,50489309,1 shared bath,1,1
5.94E+17,240907115,1 bath,1,1
5.99E+17,453020340,1 bath,1,1
6.01E+17,293259373,1 bath,1,1
6.01E+17,453028431,1 bath,1,4
6.02E+17,289681097,1 shared bath,1,4
6.04E+17,2664763,1 shared bath,1,1
6.09E+17,285283438,2.5 baths,4,4
6.10E+17,455426196,1 shared bath,1,1
6.13E+17,72811351,1 shared bath,1,1
6.15E+17,206778021,1 shared bath,1,1
6.17E+17,10312394,1 bath,2,3
6.19E+17,182363374,1 shared bath,1,1
6.26E+17,128879778,1 private bath,1,1
6.35E+17,440233245,1 bath,1,1
6.40E+17,61278683,1 shared bath,1,1
6.41E+17,251772611,1 bath,1,1
6.45E+17,463235374,1 private bath,1,1
6.47E+17,460627420,1 private bath,1,1
6.47E+17,463792653,1 bath,1,3
6.49E+17,20170845,1 bath,1,1
6.49E+17,128879778,1 bath,1,1
6.51E+17,464549543,1 shared bath,1,1
6.52E+17,48671504,1 bath,1,1
6.58E+17,458349523,1 shared bath,1,1
6.59E+17,196770644,1 bath,1,2
6.62E+17,416756899,1 bath,,1
6.64E+17,180277260,1 bath,1,1
6.67E+17,466908468,1 private bath,1,1
6.71E+17,325704923,1 shared bath,1,1
6.74E+17,47430022,1 shared bath,1,1
6.80E+17,471752322,1 shared bath,1,1
6.81E+17,174504698,1 shared bath,1,1
6.85E+17,472893117,1 shared bath,1,1
6.85E+17,472893117,1 shared bath,1,1
6.90E+17,364867907,2 shared baths,1,1
6.90E+17,162179374,1 shared bath,1,1
6.94E+17,243115572,1 shared bath,1,1
6.95E+17,344299101,1 shared bath,1,1
6.97E+17,475699129,2 shared baths,4,1
6.99E+17,384883997,1 shared bath,2,1
7.03E+17,4833238,1 shared bath,1,1
7.04E+17,476666525,1 bath,1,2
7.27E+17,44378858,1 shared bath,1,1
7.30E+17,474215514,1 shared bath,1,1
7.32E+17,434292556,1 shared bath,1,1
7.37E+17,481034810,1 shared bath,1,1
7.37E+17,452864652,1 shared bath,1,2
7.38E+17,462188368,1.5 shared baths,1,1
7.39E+17,3013025,1 shared bath,1,1
7.40E+17,1358627,1 private bath,1,1
7.44E+17,362207874,1 shared bath,1,1
7.47E+17,471441645,1 bath,1,1
7.50E+17,445742022,1 bath,1,1
7.50E+17,485492389,1 shared bath,1,2
7.53E+17,486219707,1 shared bath,1,1
7.53E+17,484515382,2 baths,3,3
7.58E+17,288624351,1 shared bath,1,1
7.61E+17,5792120,1 private bath,1,1
7.62E+17,149151114,1 shared bath,1,1
7.66E+17,521819,1 shared bath,1,1
7.67E+17,421089506,1 bath,1,1
7.68E+17,475699129,2 baths,3,1
7.68E+17,475699129,2 shared baths,3,1
26785,42273,1 bath,1,1
71812,369015,1 bath,1,1
89621,209460,1 bath,2,2
112304,573316,1 bath,1,1
113092,575906,1 bath,1,1
200645,933378,,1,1
226637,1181908,1 shared bath,,1
364785,1842714,1 shared bath,1,1
399946,1996265,1 bath,2,2
419373,2085639,1 bath,1,
549873,2702563,1 bath,1,1
614269,3047107,1 bath,1,1
629949,3130534,1 shared bath,2,2
713891,3675389,1 bath,2,2
721762,3726366,1 bath,1,1
789476,184110,1 shared bath,1,1
820953,4105474,1 bath,2,1
825550,4331864,1 bath,1,1
875111,2908554,1 bath,1,1
1029808,5293735,1 bath,1,1
1056185,697442,1 bath,1,1
1095106,6016424,1 shared bath,1,1
1145134,585273,1 shared bath,1,1
1155885,6334250,1 bath,1,1
1185525,6483295,1 bath,1,1
1215627,5720054,0 baths,,2
1217318,6642777,1 shared bath,1,1
1312945,2877657,1 bath,1,2
1370405,697442,1 bath,1,1
1421933,7654246,1.5 baths,1,1
1535236,8187215,1 bath,1,1
1851567,9669675,1 shared bath,1,1
1936772,2274545,1 bath,1,1
2055559,10527201,1 shared bath,1,1
2081177,542611,1 bath,,1
2467377,7801481,1 shared bath,1,1
2467879,786862,1 bath,1,1
2489920,9543143,1 bath,,1
2612035,10894722,1 bath,2,3
2653186,13360423,1 bath,1,1
2728293,12511213,1 bath,1,1
3369623,17000648,1 bath,1,2
3393999,2443535,1 bath,1,3
3593821,18105672,1 bath,1,1
3696043,807340,1 bath,1,4
3800547,7453027,1 bath,1,3
3833538,2141246,1 bath,1,1
3945796,20447869,1.5 baths,1,1
4039789,20945243,1 bath,,1
4240861,22005943,1 private bath,1,1
4354764,16572955,1 private bath,1,1
4426780,22980167,1 bath,,1
4524289,2138902,1 bath,1,1
4525589,20627511,1 bath,,2
4537198,6926899,1 bath,1,2
4707057,6327629,1.5 baths,1,1
4774629,1660841,1 bath,1,1
4822557,24832418,,1,
4848500,6902571,1 bath,2,2
5055033,26100862,1 bath,1,2
5059402,26124805,1 bath,1,1
5233345,27084741,1 bath,1,1
5315798,22761603,1 bath,1,1
5558242,16548032,1 bath,,1
5842819,3560299,1 bath,1,1
5861963,30436731,1 bath,1,1
6031001,30021924,1 shared bath,1,
6197119,26908204,1 bath,1,1
6200613,10418386,1 bath,1,1
6201730,32158960,1 bath,1,1
6249100,14614459,1 bath,1,1
6432836,19251040,1 bath,1,1
6540907,31298029,1 bath,1,1
6765697,35417042,1 private bath,1,2
6923161,36285615,1 bath,1,1
7070705,37072479,1 shared bath,1,1
7093122,36562419,1 bath,1,1
7122067,37275619,1 bath,1,2
7460803,18922562,1 bath,1,1
7570475,16173306,1 bath,1,1
7615496,37676608,1.5 baths,3,4
7632182,40037773,1 bath,1,1
7650634,40146696,1 bath,1,2
7715344,15581933,1 bath,1,1
7819539,5623834,1 bath,1,2
7887966,119441,1 bath,2,2
7919094,41757762,1 bath,1,2
8162214,41087164,1 bath,1,1
8301182,42771225,1 private bath,1,1
8398566,43779028,1 bath,1,1
8553197,1603471,1 bath,1,1
8582762,45082108,1 bath,1,1
8796876,46096478,1 bath,1,1
8993461,46976876,1 bath,1,1
9093389,38738475,1 bath,,1
9167889,17943391,1 bath,1,3
9230523,15565209,1 bath,1,1
9316653,31245408,1 bath,1,1
9404709,2743716,1 bath,1,1
9475136,13034246,1 bath,1,1
9550485,34691404,1 bath,1,1
9898022,4292920,1 bath,1,1
9967218,7461203,1 bath,2,2
9976820,6608183,1 bath,1,1
10031436,51499758,1 bath,1,1
10054894,280883,1 bath,1,1
10067936,51662642,1 bath,1,1
10166953,52191882,1 bath,1,2
10433284,5487321,1 bath,1,1
10625484,4274594,1 bath,1,1
10729951,10954437,1 bath,1,3
10839007,56124518,1 bath,1,1
11003247,57097075,1 bath,2,3
11221362,58467654,1 bath,1,1
11284520,4592263,1 shared bath,1,2
11989954,35253342,1 bath,1,1
12050932,64534798,1 bath,1,1
12095161,19965375,1 bath,1,1
12336668,4207560,1 shared bath,1,1
12405814,1468472,1 bath,2,3
12619450,1539941,1 bath,1,1
12846584,70164336,1 bath,1,1
12916646,67359538,1 shared bath,1,1
13044815,72112652,1 bath,1,1
13059872,3149121,1 bath,1,1
13083988,154956,1 bath,1,1
13094250,72701423,1 bath,1,1
13130744,73126926,1 private bath,1,1
13156982,62285182,1 bath,1,2
13217755,47896181,1 bath,1,1
13237190,31460662,1 shared bath,1,1
13395084,74789787,1 bath,1,3
13400181,75461641,1 bath,1,1
13451786,64748382,1 private bath,1,1
13604485,56352735,1 bath,1,1
13635848,79078275,1 shared bath,1,1
13666116,79459633,1 shared bath,1,1
13727034,219078,1 bath,1,1
13752982,80593607,1 bath,2,3
13927922,82740389,1 bath,1,1
13945103,82717014,1 bath,1,1
13961209,83183600,1 bath,,1
14058375,22058409,1 bath,1,1
14089282,57517386,1 bath,1,1
14126303,85191443,1 bath,1,1
14265052,33518883,1 shared bath,1,1
14320998,84810879,1 bath,1,2
14341397,87835557,1 bath,1,1
14686954,40711894,1 shared bath,1,1
14707648,10910171,1 bath,,2
14772701,49704571,1 bath,1,2
14868857,49704571,1 bath,,1
14963404,7848317,1 bath,1,1
15040421,8048355,1.5 baths,1,1
15177242,156959,1 bath,1,1
15370219,30494687,1 shared bath,1,1
15409309,42151184,1 bath,1,2
15493595,31747645,1 bath,1,1
15513127,62644193,1 bath,1,1
15548301,97521826,1 bath,1,1
15716633,22118802,1 bath,1,1
15733832,101653570,2 shared baths,1,1
15734793,101653570,2 shared baths,1,1
15798809,102218558,1 private bath,1,1
15942573,100657919,1 bath,1,1
16185252,105687783,1 bath,1,1
16253465,86575720,1 bath,,2
16271281,46382018,1 bath,,1
16414538,21058022,1 shared bath,1,1
16743657,101573638,1 bath,1,1
16764130,41578662,1 bath,,1
16846918,43315893,1 private bath,1,1
16912472,51850937,1 shared bath,1,1
16916708,13896771,1 bath,1,2
17141413,55468876,1 bath,,1
17187942,2247818,1 bath,2,2
17371795,117399779,1 bath,1,1
17524441,13137787,1 bath,1,1
17591356,99245631,1 bath,1,1
17653791,120115594,1 bath,,1
17716140,120761466,1 shared bath,1,1
17972466,33200173,1 shared bath,1,1
17988221,4296251,1 shared bath,1,1
18043457,15651644,1 shared bath,1,1
18077560,4047395,1 shared bath,1,5
18180304,7598580,1 bath,1,1
18191934,71138930,1 shared bath,1,2
18449954,127910599,1 bath,,1
18544147,50760546,1 bath,2,2
18635010,33432369,1 shared bath,1,1
18686390,12540615,1 bath,,1
18721341,130186732,1 bath,,1
18870342,131476092,1 bath,1,1
18986503,15038,1 shared bath,1,1
19071374,133147190,1 shared bath,1,1
19099720,23898129,1 shared bath,1,1
19117207,133586767,1 shared bath,1,1
19246490,13463652,2 baths,1,1
19330704,134370506,1 shared bath,1,1
19364229,4048704,1 shared bath,1,1
19413675,28249503,1 private bath,1,2
19440924,50386076,1 bath,1,2
19582754,20761853,1 shared bath,1,1
19709666,21056771,1 bath,,1
19715121,34899836,1 bath,,2
19769974,10432817,1 shared bath,1,1
19802994,28270349,1 bath,1,2
19808493,105139019,1 shared bath,1,1
19867954,139872738,1 bath,2,6
20045444,24559370,1 bath,2,2
20057450,135731332,1 bath,2,2
20231480,94214493,1 shared bath,1,1
20440432,145872703,1 shared bath,1,1
20615932,73498715,1 bath,1,1
20622825,9704072,1 shared bath,1,1
20827801,145878384,2 shared baths,1,1
20990607,151084261,2 shared baths,1,2
21029655,65112370,1 private bath,1,1
21078963,59518759,1.5 shared baths,1,1
21164579,152760575,1 private bath,4,4
21467493,739592,1 shared bath,1,1
21496794,2230419,1 shared bath,1,1
21546425,37149695,1 bath,1,1
21589646,104775467,1 shared bath,1,1
21622909,444603,1 shared bath,1,1
21678477,39472888,1 shared bath,1,2
21682816,102685703,1 shared bath,1,1
21843831,94214493,1 shared bath,1,1
21922407,4389871,1 bath,1,1
21934202,16855791,1 private bath,1,3
22139932,18730893,1 shared bath,1,1
22231557,128793815,1 shared bath,1,1
22435019,5076827,2 baths,1,3
22481840,162572530,1 bath,1,1
22482376,164847238,1 shared bath,1,2
23024065,105758386,1 bath,1,1
23109329,1577803,1 shared bath,,1
23274386,123736313,1 bath,1,1
23449282,33438197,1 bath,1,1
23710983,5192686,1 private bath,1,1
23749862,20447869,1.5 baths,1,1
23763873,178244787,1 shared bath,1,1
24034953,25096301,1 shared bath,1,1
24626439,5922211,1 shared bath,1,1
24630272,23971160,1 shared bath,1,1
25075529,164668733,1 bath,,1
25971027,195049060,1 bath,,1
26846867,69527,1 private bath,1,1
27246943,16397094,1 shared bath,1,1
27406558,8245652,1 bath,2,2
27492179,207205519,1 bath,1,1
27506090,140312311,1.5 shared baths,1,1
27579796,169567256,1 private bath,1,1
27808176,118419433,1 shared bath,,1
28049456,8179150,1 shared bath,1,1
28082234,33432369,1 shared bath,1,1
28221379,183604908,1 shared bath,1,1
28366887,170810121,1 shared bath,1,1
28369307,4128972,1 shared bath,1,1
28389772,214332639,1 bath,,2
28692232,216456504,1 shared bath,1,2
29025649,57699301,1 bath,1,1
29038532,182306283,1 bath,1,2
29041626,27084741,1 shared bath,1,1
29080980,94214493,1 shared bath,1,1
29081288,94214493,1 shared bath,1,2
29302018,93732420,1 bath,2,2
29505792,183707967,1 bath,1,1
29515916,7268300,1 shared bath,1,1
29657991,16502641,1 bath,1,1
29756137,215041024,1 bath,1,1
29835159,16398154,1 bath,1,1
29858182,216456504,1 shared bath,1,1
30083825,1688742,1 private bath,1,1
30158061,8189649,1 shared bath,1,1
30422813,158970159,1 bath,,1
30444003,8144643,1 bath,1,2
30506672,24419496,1.5 baths,1,2
30555898,12715154,1 shared bath,1,1
30793033,230378560,1 bath,1,1
30851304,227872371,1 bath,1,2
30908766,16089151,1 bath,1,1
30913799,87505316,1 shared bath,1,1
31146186,6586697,1 shared bath,1,1
31201905,226664611,1 bath,2,2
31208865,52964447,1 bath,,1
31216136,14384914,1 shared bath,1,1
31494165,33464426,1 shared bath,1,1
31543246,236422290,1 bath,1,2
31707961,47856685,1 private bath,1,1
31950380,195654382,1 shared bath,1,
32044146,138150256,1 bath,1,2
32189706,53300414,1 shared bath,1,1
32450788,183360807,1 bath,2,2
32857918,129047499,1 shared bath,1,2
33118005,162142087,1 shared bath,1,1
33127624,245002893,1 shared bath,1,1
33133218,249286477,1 bath,1,1
33190224,21218657,1 bath,,1
33318809,106159574,1 shared bath,1,1
33558241,4770121,1 bath,2,
33852557,254112876,1 shared bath,1,1
34255183,17842194,1 private bath,2,3
34593686,145333094,1 private bath,1,1
34805487,261854722,1 shared bath,1,2
35124311,202604552,1 bath,1,1
35189843,104403379,1 shared bath,1,1
35352188,69700229,1 shared bath,1,1
35540673,119908176,1 bath,1,1
35717460,264676469,1 shared bath,2,1
35766933,94214493,1 bath,1,1
35771605,121917249,1 private bath,1,1
35828656,17066941,2 shared baths,3,1
35877016,6489574,1 bath,1,1
36143087,226520484,1 shared bath,1,1
36168631,4169722,1 bath,1,1
36172519,219573002,1 bath,1,2
36224260,37069987,1 shared bath,1,1
36315795,61872828,1 shared bath,1,1
36323065,273177557,1 private bath,1,1
36566957,250734878,1 shared bath,1,1
36702060,19409609,1 bath,1,1
36906882,22010249,1 shared bath,1,1
36978092,5022712,1 shared bath,1,1
37532017,283451319,1 bath,,1
37662389,284548162,1 private bath,1,1
37797768,286039659,1 shared bath,1,1
38088253,30272105,1 bath,1,2
38232271,290480767,1.5 shared baths,1,1
38377098,231846634,1 shared bath,1,
38538837,16319448,1 shared bath,1,1
38618143,9501531,1 private bath,1,1
38640232,9501531,1 private bath,1,1
39022754,11123843,1 bath,,1
39128779,280383714,1 shared bath,1,1
39199781,226503876,1 shared bath,1,1
39230578,301129067,1 bath,1,1
39301619,81921451,1 shared bath,1,1
39440527,27314977,1 bath,,1
39480960,59037926,1 bath,1,1
39509810,64568710,1 shared bath,1,1
39587759,304182642,1.5 shared baths,1,1
39723500,305308677,1 bath,,1
39915635,307580016,1 bath,,1
40030014,308732654,1 bath,1,1
40154213,166920306,1 shared bath,1,1
40396854,94214493,1 shared bath,1,1
40615352,314730370,1 shared bath,1,2
40644195,315171069,1 shared bath,1,
40758693,94214493,1 shared bath,1,1
40896294,261682551,1 bath,1,1
41021580,261682551,1 bath,1,1
41179618,53127489,1 bath,1,
41214610,351236426,1 bath,1,1
41816533,19679637,1 private bath,1,1
41998444,332637994,1 bath,1,
42391932,8758237,1 bath,,1
42435649,289129604,2 shared baths,1,1
42475458,265620278,1 bath,1,2
42657328,5387997,1 private bath,1,2
42672172,339778197,1 shared bath,1,1
42679293,300812117,1 bath,1,
43648917,339258319,1 bath,1,1
43716361,240472978,1 shared bath,1,1
43722421,74906838,1 bath,1,1
43860696,128244964,1 shared bath,1,1
44072324,54832948,1 bath,1,1
44171339,199457450,0 baths,1,1
44250191,71366283,1 bath,1,1
44463986,154506785,1 bath,,2
44595136,30359189,1 shared bath,1,1
44702152,152384999,1 bath,1,1
45179405,166048024,1 private bath,1,1
45216079,112273279,1 bath,1,1
45296324,47703629,1 bath,2,1
45783672,14296610,1 bath,1,1
45866866,284207,1 bath,,1
46055092,6770859,1 bath,,1
46067261,1171497,1 shared bath,1,1
46083002,143806301,1 shared bath,1,1
46210685,227081166,2 shared baths,1,2
46616073,128164616,1 shared bath,1,
46895295,568224,1 bath,1,2
46972585,254359674,1 shared bath,1,1
47183756,381121555,1 bath,1,1
47239227,9472223,1 bath,2,2
47469926,260029999,1 shared bath,1,1
47527528,5125173,1 bath,3,4
47577248,160491843,1 shared bath,1,1
47716158,369309284,1 private bath,1,2
47797468,31032957,1 private bath,1,1
48209440,4267075,1 bath,1,1
48241249,5643575,1 bath,2,2
48257064,83027967,1 bath,1,1
48279949,170568130,1 bath,,1
48549263,88450280,1 bath,,1
48661258,53132,2 baths,3,3
48713339,384559808,1 bath,,1
48773561,63272360,1 bath,1,3
48828204,384559808,1 bath,,1
48871991,71451795,1 bath,1,1
48903782,394177265,1 bath,,1
48945306,23003173,1 bath,1,1
49018696,395286433,1 bath,1,1
49026135,388178312,1 shared bath,1,1
49670337,9537721,1 shared bath,1,1
49752230,401245166,1 bath,1,1
49839232,85525216,1 bath,1,2
49951099,402799430,1 shared bath,1,1
50117933,326865029,1 shared bath,1,2
50190755,30554088,1 bath,1,1
50211756,384559808,1 bath,,1
50247467,201875657,1 shared bath,1,2
50427075,157236586,1 shared bath,1,1
50540716,408346348,1 bath,1,1
50683481,409460972,1 shared bath,1,1
50749649,410123680,1 shared bath,1,2
50829144,410869252,1.5 baths,4,1
50849891,201875657,1 shared bath,1,2
50877504,287918169,1 shared bath,1,1
50896230,10712727,1 bath,1,2
50912102,9501531,1 private bath,1,1
51000097,75395247,1 bath,,
51023991,1171497,1 shared bath,1,1
51042544,380818034,1 bath,1,3
51082682,1755036,1 bath,1,1
51193208,343127628,1 shared bath,1,1
51310410,27554902,1 bath,1,1
51534246,347502164,1 private bath,1,1
51621583,384559808,1 bath,,1
51640258,94214493,1 shared bath,2,2
51668342,253845422,1.5 baths,1,1
51692043,88326292,1 bath,,1
51753768,51758985,1 shared bath,1,1
51814324,170568130,1 bath,1,
51943379,12898987,1 shared bath,1,1
51945257,420297717,1 bath,1,3
52150231,236607813,1 shared bath,1,2
52240499,420297717,1 bath,1,2
52280572,329967443,1 bath,1,2
52307085,420297717,1 bath,1,3
52399899,134428157,2 baths,2,2
52405277,385782494,1 shared bath,1,1
52454467,424577451,1 bath,2,2
52471756,207205519,1 bath,1,
52716367,246076919,1 shared bath,1,1
52743200,257634019,1 shared bath,,1
52755763,298205971,1 shared bath,1,1
52822823,427067962,1 shared bath,1,1
52858523,427946717,1 private bath,1,3
52885971,396662812,1 bath,1,3
52934380,698449,1 private bath,1,1
53330115,431776619,1 bath,1,1
53472666,227183458,1 bath,1,1
53475205,797814,1 bath,1,1
53631711,44999436,1 bath,1,1
53633482,227081166,2 shared baths,1,1
53792581,183604908,1 shared bath,1,1
53875935,385129361,1 bath,,1
53886001,289154444,1 bath,1,1
53891639,112546119,1 shared bath,1,2
53904498,155628964,2 shared baths,1,1
54033987,433972903,1.5 shared baths,1,2
54067291,28460706,1 bath,2,1
54142967,12248031,1 shared bath,1,1
54178217,168619140,1.5 shared baths,1,1
54260674,272210934,1 shared bath,1,1
54304915,440462361,1 bath,3,3
54398282,441736253,1 shared bath,1,1
5.44E+17,438793405,1 bath,,1
5.46E+17,255655558,1 shared bath,1,2
5.46E+17,412998473,1 bath,1,1
5.49E+17,54582219,1 shared bath,1,
5.50E+17,580696,1 bath,1,2
5.53E+17,148383782,1 bath,1,2
5.62E+17,7219450,2 shared baths,1,1
5.65E+17,411757269,1 shared bath,1,1
5.65E+17,445714114,1 bath,1,1
5.65E+17,224532641,1 shared bath,1,1
5.70E+17,16543733,1 bath,2,2
5.72E+17,367129649,1 bath,2,2
5.74E+17,447616717,1 bath,1,1
5.78E+17,16395114,1 shared bath,1,1
5.78E+17,227081166,2 shared baths,1,1
5.79E+17,384559808,1 bath,1,1
5.81E+17,148102066,1 shared bath,1,1
5.83E+17,312573023,1 shared bath,1,1
5.87E+17,445169561,1 shared bath,1,1
5.87E+17,445169561,1 shared bath,1,1
5.87E+17,445169561,1 shared bath,1,1
5.96E+17,357452194,1 shared bath,1,1
5.99E+17,438793405,1 bath,,1
6.04E+17,454168664,1 bath,1,1
6.05E+17,110361431,1 shared bath,1,1
6.06E+17,4303663,1 private bath,1,1
6.08E+17,12589970,1 private bath,1,1
6.10E+17,355770584,1 shared bath,1,2
6.18E+17,81015025,1 shared bath,1,1
6.19E+17,457346413,1 shared bath,1,1
6.20E+17,26953965,1 shared bath,1,1
6.21E+17,385129361,1 bath,1,1
6.23E+17,458284863,1 shared bath,1,1
6.23E+17,84330585,1 bath,1,1
6.27E+17,94898029,1 bath,1,1
6.28E+17,15123868,1 private bath,1,1
6.28E+17,128940676,1 shared bath,1,1
6.33E+17,421601513,1 shared bath,1,1
6.33E+17,8504385,1 private bath,1,2
6.34E+17,26405086,1 shared bath,1,1
6.36E+17,30359189,1 shared bath,1,1
6.38E+17,50411791,1 shared bath,1,1
6.40E+17,445581518,1 bath,1,1
6.40E+17,50173892,1 shared bath,1,1
6.40E+17,338529971,1 bath,1,2
6.40E+17,2653479,1 private bath,1,1
6.41E+17,462025910,1 private bath,1,1
6.43E+17,19536409,1 bath,,1
6.44E+17,463052370,1 shared bath,1,1
6.44E+17,88326292,1 bath,,1
6.46E+17,382572424,1.5 shared baths,1,1
6.52E+17,190915917,1 shared bath,1,1
6.54E+17,23720407,1 bath,1,1
6.59E+17,243656503,1.5 shared baths,1,1
6.60E+17,2742629,1 shared bath,1,1
6.63E+17,426952784,2 shared baths,1,1
6.64E+17,12895206,1 shared bath,1,1
6.65E+17,426952784,2 shared baths,1,1
6.67E+17,49280870,1 shared bath,1,2
6.67E+17,18586628,1 shared bath,1,1
6.70E+17,469221076,1 shared bath,1,1
6.70E+17,469221076,2 shared baths,1,1
6.72E+17,252633425,1 shared bath,1,1
6.73E+17,2373740,1 shared bath,1,1
6.75E+17,47430022,1 shared bath,1,1
6.77E+17,470977670,1 shared bath,1,1
6.79E+17,153562499,1 bath,1,2
6.79E+17,26585911,1 bath,1,2
6.80E+17,133077,1 shared bath,1,1
6.81E+17,16307015,1 bath,1,1
6.83E+17,472437221,1 bath,1,1
6.84E+17,51468488,1 bath,1,1
6.84E+17,385129361,1 bath,,1
6.88E+17,85414049,1 bath,1,1
6.88E+17,156548486,1 shared bath,1,1
6.97E+17,284206728,1 shared bath,1,1
6.99E+17,27106481,1 bath,1,1
7.01E+17,476680277,1 shared bath,1,2
7.01E+17,170568130,1 bath,1,1
7.05E+17,1140882,1 shared bath,1,1
7.06E+17,388178312,1 shared bath,1,1
7.06E+17,156548486,1 shared bath,1,1
7.06E+17,332905063,1 bath,1,1
7.08E+17,477986362,1 bath,1,2
7.11E+17,10352865,1 shared bath,1,2
7.13E+17,125620407,1 shared bath,1,1
7.13E+17,8252253,1 bath,1,2
7.15E+17,411757269,1 shared bath,1,1
7.15E+17,417930174,1 bath,2,3
7.17E+17,86847270,1 shared bath,1,1
7.19E+17,473638289,1 shared bath,1,1
7.19E+17,434697141,1 shared bath,1,1
7.19E+17,434697141,1 shared bath,1,1
7.19E+17,334611519,1 shared bath,1,1
7.19E+17,334611519,1 shared bath,1,1
7.20E+17,480341349,1 shared bath,1,1
7.22E+17,6966161,1 shared bath,1,1
7.22E+17,473870007,1 bath,1,1
7.24E+17,478199990,1 shared bath,1,1
7.24E+17,147087560,1 shared bath,1,1
7.26E+17,69286042,1 shared bath,1,1
7.26E+17,466908468,1 private bath,1,1
7.30E+17,6706726,1 bath,1,2
7.32E+17,459617273,1 shared bath,1,1
7.37E+17,3630400,1 private bath,1,1
7.41E+17,391942286,1 shared bath,1,1
7.41E+17,167563640,1 shared bath,1,1
7.45E+17,484906252,1 shared bath,1,1
7.50E+17,202349072,1 shared bath,1,1
7.50E+17,283836642,1 shared bath,1,1
7.51E+17,485964619,1 shared bath,1,1
7.52E+17,61084493,1 shared bath,1,1
7.52E+17,26772304,2 baths,1,1
7.54E+17,479058559,1 bath,1,1
7.54E+17,116067987,1 bath,2,2
7.54E+17,96971087,1 bath,1,2
7.55E+17,68967630,1 shared bath,3,1
7.57E+17,108960673,1 shared bath,1,1
7.58E+17,391942286,1 bath,1,1
7.59E+17,5221013,1 shared bath,1,1
7.63E+17,471850331,1 bath,1,2
7.65E+17,488564324,1 shared bath,1,
7.66E+17,32006887,1 shared bath,2,1
7.66E+17,488801886,1 shared bath,1,1
7.67E+17,488961311,1 shared bath,1,1
7.68E+17,465866457,1 bath,1,2
3208904,16257970,1 shared bath,1,2
3400739,17151343,1 private bath,1,1
3585452,17943391,1 bath,,3
3757461,17465563,1 shared bath,1,1
4396939,22827111,1 shared bath,1,1
4651354,24020050,1 bath,1,1
4766468,24591281,1 bath,1,2
5050799,16616158,1 bath,1,3
6464881,18412434,1 bath,,1
8358047,44050884,1 bath,1,1
9097241,47430022,2 shared baths,1,2
9766922,19874128,1 bath,1,1
9944013,50615055,1 bath,1,1
10401534,51309850,1 bath,1,3
11575101,61175876,1 bath,,1
12955454,33622924,1 shared bath,1,1
13205376,16300425,1 shared bath,1,1
13305621,1331063,1 bath,1,2
15606875,96101938,1 bath,1,2
17434977,49704571,1 bath,,2
18674105,129794391,1 bath,1,2
19806972,114523254,1 shared bath,2,1
20479960,85330,1 bath,1,2
20786225,106555852,1 shared bath,1,2
21473314,31154454,1 shared bath,1,1
21869546,87814281,1 private bath,1,1
22009620,160707142,1 private bath,,2
22214383,130528939,1 bath,1,1
24306539,16257970,1 shared bath,1,1
24601752,185908506,1 shared bath,1,1
24946871,6636303,1 bath,1,1
26741585,62587696,1 shared bath,1,1
27086130,185908506,0 baths,1,1
27088254,3191371,1 private bath,1,2
27312914,205745676,1 private bath,1,1
27395171,205745676,1 private bath,1,1
27662837,205745676,1 private bath,1,1
28361483,214135354,1 shared bath,1,1
29712188,185908506,1 shared bath,1,1
30397278,228250502,1 shared bath,1,2
32528831,244438661,2 baths,1,1
32543276,16165864,1 bath,1,1
33533601,243489304,1 shared bath,1,1
33534624,243489304,1 shared bath,1,1
34909026,72591141,1 private bath,1,1
36354043,270278177,1 bath,1,2
