id,host_id,bathrooms_text,bedrooms,beds
6.65E+17,26901061,1 bath,1,1
6.72E+17,336581747,1 bath,,1
6.74E+17,243288727,1 bath,,1
6.76E+17,467996701,1 bath,1,1
6.76E+17,467996701,1 bath,1,1
6.84E+17,67834597,1 shared bath,1,1
6.90E+17,193626078,1 bath,1,1
6.91E+17,347719349,1 private bath,2,1
7.05E+17,212164658,1 bath,2,2
7.41E+17,262874199,1 bath,,2
7.55E+17,191552674,1 shared bath,1,1
7.59E+17,105640221,1 bath,1,1
7.65E+17,65298173,1 bath,2,2
7.66E+17,481048209,2 baths,2,3
7.66E+17,190154361,1 bath,2,2
7.67E+17,190154361,1 bath,1,1
7.67E+17,488461005,2 shared baths,2,2
7.69E+17,190154361,1 bath,2,2
7.70E+17,39648442,2 baths,2,3
7.73E+17,440482754,2 baths,2,2
7.73E+17,10859164,1 bath,2,1
57874,276291,1 bath,1,1
69894,352168,1 bath,1,1
80924,438133,1.5 baths,3,5
236671,1240820,1 bath,1,2
253988,136962,1 private bath,1,
324800,1661965,1 bath,1,1
382523,732535,1 bath,1,1
443646,2204078,3 baths,1,1
511960,2521848,,1,1
521018,2562882,1 bath,1,1
599847,2966937,1 bath,1,1
637426,1993811,1 bath,1,1
700916,3595395,1 bath,1,2
749276,2413714,1 bath,2,5
813554,4275254,1 bath,1,1
1210916,2554853,1 bath,1,1
1591811,8265050,1 bath,1,1
1728625,9109049,1 bath,1,1
1820858,3609524,1 bath,,1
1944155,7720086,1 bath,1,1
2015168,10365281,1 bath,2,2
2075600,5089,1 bath,1,1
2137796,10909829,1 bath,2,2
2182899,377361,1 bath,1,1
2186699,11126880,1 bath,,1
2338082,10277424,1 shared bath,1,1
2471108,12637520,1 bath,1,1
2923381,14927500,2 baths,1,4
3120723,15853337,1 bath,,1
3297016,2051075,1 bath,1,1
3600961,18142696,1 bath,1,1
3616001,4421323,1 bath,1,2
3895930,20166817,1 bath,2,3
3970755,3164949,1 bath,1,1
4013339,2090439,1 bath,2,2
4162292,21601222,1 bath,1,2
4453233,5827529,1 bath,2,2
4482158,23256032,1 bath,2,2
4614091,16437254,1 bath,3,3
4621217,2119276,1 bath,1,2
4719825,24381419,1 bath,1,1
4824052,24839116,1 bath,2,2
4963237,310670,1 bath,2,2
5117177,7243674,1 private bath,1,1
5319785,5734689,1 bath,1,2
5510725,7580514,1 bath,1,1
6225968,19007308,1 bath,1,1
6408849,33426004,1 bath,1,1
6423521,33513998,1 shared bath,1,1
6636389,27439632,1 bath,1,1
6693612,4316973,1 bath,1,1
6730582,32220047,1 bath,3,3
6921974,35921273,1 bath,,1
7074961,37095710,1 bath,2,2
7095426,2252859,1 bath,,1
7200503,8920465,1 bath,2,2
7376952,32004384,1 shared bath,1,1
7698722,31919780,1 bath,2,3
7775627,40905449,1 bath,1,1
7919803,4549552,1 bath,2,2
8013947,29338009,1 bath,,2
8342053,26012172,1 bath,1,1
8630853,27504587,1 bath,1,2
8642428,45433475,1 bath,1,1
8763502,45955013,1 bath,1,2
9296089,34734634,1 bath,1,2
9675061,23048845,1 bath,1,1
9678870,50005319,1 bath,1,1
9679310,25165109,2 baths,1,2
9707531,35671352,1 bath,1,1
9898409,40709140,1 bath,,1
9901614,6567286,1 bath,,1
10022997,4628519,1 bath,,1
10156290,342734,1 bath,2,4
11042240,57305837,1 bath,2,3
11243953,51501835,1 bath,1,1
11360523,33931962,1 bath,1,2
11911783,9143200,1 bath,1,2
11980791,10461612,1 bath,1,1
12166912,50200840,1 bath,1,1
12281070,66173032,1 bath,1,1
12585126,24018769,1.5 baths,1,1
12814578,40332331,1 bath,1,1
12871708,70396243,1 bath,1,1
12941306,14035480,1 bath,,1
12979100,14885449,1 bath,,1
13030999,59552219,1 bath,1,1
13239693,27652670,2 baths,1,2
13294471,75032421,1 shared bath,1,1
13653708,72002747,1 bath,,1
13666641,3988830,1 bath,2,2
13685871,2438907,1 bath,1,1
13864551,4396,1 shared bath,1,1
14129429,85235313,1 bath,3,4
14161351,1876539,1 bath,2,1
14666364,24898836,1 bath,1,2
14763045,54743212,1 bath,,1
14987516,94467583,1 bath,1,1
15583957,51501835,1 bath,,1
15882274,56551795,1 bath,1,1
16063885,83278784,1 bath,1,2
16312498,51501835,1 bath,,1
16568252,327489,1 bath,1,1
16913950,51501835,1 bath,2,2
17545775,15266675,1 bath,,2
17829947,81141009,1 bath,1,1
18226108,57641560,1 bath,1,1
18652544,120762452,1 bath,1,1
19193139,133923404,1 bath,,2
19314671,5148966,2 baths,1,1
19409299,120762452,1 bath,1,2
19563669,41680155,1 private bath,1,1
19623614,138033394,2 baths,3,3
19930476,51501835,1 bath,2,2
19945772,16532782,1.5 baths,3,3
20085460,21594748,1 bath,2,3
20090567,29476718,1 bath,1,1
20202650,120762452,1 bath,1,1
20331226,7202412,1 bath,1,3
20970656,47047377,1 bath,2,1
21073975,120762452,1 bath,1,1
21098555,120762452,1 shared bath,1,1
21198038,42905152,1 bath,1,3
21205810,120762452,1 bath,1,1
21885522,17525654,1 bath,1,4
22051863,44869463,1 bath,1,1
22142575,1776666,1 bath,1,1
22304663,163047898,1 bath,2,2
22376093,24273714,1 bath,1,1
22665286,4976277,2 baths,3,3
22785118,126501524,1 bath,1,2
23092823,23898129,1 private bath,2,2
23435916,174780742,1 bath,1,2
23481234,175289458,1 bath,3,3
24162064,182092241,1 bath,,2
24284744,123362684,1 bath,,1
24602796,52395622,1 bath,1,1
24799807,120762452,1 bath,1,2
25365916,161314694,1 bath,2,3
25531848,192649658,1 bath,1,1
25554120,192793716,1 bath,1,1
25887818,12150056,1 bath,1,3
26190559,196838948,2 baths,,5
26304163,65672074,2 baths,2,4
26304188,32543699,2 baths,2,3
26774653,27742407,1 bath,1,1
27054756,146271052,1 bath,1,2
27551715,14049772,1 bath,2,3
27628754,68907781,1 bath,1,2
27653304,46176891,1 bath,1,1
29054576,30895980,1 bath,1,1
29261640,140640991,1 bath,1,1
29488512,46296435,1 bath,1,1
29923198,64802660,1 bath,1,1
30687132,12101562,1 bath,1,1
30811789,2423570,1 bath,1,2
30822815,193490396,1 bath,1,1
31317744,234423593,1 bath,2,3
32241239,241945355,1 bath,2,2
32721564,90463984,1 bath,2,2
33218283,162280872,1 bath,1,2
33400953,3400827,2 baths,2,4
33498032,252437123,1 bath,1,1
33547205,252782565,1 bath,1,1
33581628,148317706,1 bath,2,3
33772781,11902072,1 bath,1,1
33858603,15347665,2 baths,3,3
33870097,2405781,1 bath,1,1
33961505,2513294,1 bath,1,2
34081178,2161203,1 bath,1,1
34361353,2921350,1 bath,1,1
34860207,90463984,1 bath,2,2
35166718,220574429,1 shared bath,1,1
35311422,243540233,1 bath,1,1
35860626,53648985,2 baths,3,6
36477307,241945355,1 bath,2,2
37262517,30080463,1 bath,1,1
37313309,280893022,1 bath,1,2
37326028,280968606,1 bath,1,1
37357770,281458215,1 bath,1,1
37591884,251805741,1 bath,3,5
37885314,1834658,1 bath,2,3
37941348,161742462,1 bath,3,3
38133113,92509169,1 bath,,1
38286841,6175955,1 bath,1,1
38816761,1407737,1 bath,1,1
39921325,306996701,1 private bath,1,1
40055504,178083627,1 private bath,1,1
40083498,309246567,1 bath,2,2
40676498,2638379,1 bath,,1
41405716,205386178,1 bath,1,
41569923,13791418,1 bath,2,3
41767810,329966232,1 bath,1,2
42002291,75547780,1 bath,1,2
42638992,154158582,1 bath,2,3
42669255,339927331,1 bath,,1
42735424,23772724,1 bath,1,2
42735863,23772724,1 bath,2,3
42817699,159355723,1 private bath,1,1
42925669,113723310,1 bath,1,2
43012924,75395247,1 bath,3,3
43161885,20405437,1 bath,1,2
43197566,338412156,1 bath,2,3
43245957,51548122,1 bath,,1
43311037,51548122,1 bath,,1
43315235,51548122,1 bath,,1
43422411,6752504,1 bath,2,3
43954469,142392927,1 bath,1,1
44475869,359499038,1 bath,1,1
45075714,47539363,1 bath,1,1
45092503,130777278,1 bath,2,3
45689161,22541573,1 bath,,1
46151832,307566664,1 shared bath,1,1
46992342,87120461,1 bath,1,1
47421830,13717514,1 bath,1,1
47510694,383480316,1 bath,1,1
48216295,66363020,1 bath,2,2
48302721,389848232,1 shared bath,1,1
48587864,120762452,1 bath,1,1
48601027,120762452,1 bath,1,2
48601560,120762452,1 bath,1,2
48601706,120762452,1 bath,1,2
48601811,120762452,1 bath,1,2
48602128,120762452,1 bath,1,1
48602260,120762452,1 bath,1,1
48602318,120762452,1 bath,1,1
48602370,120762452,1 bath,1,1
48848698,380601266,1 bath,,1
49069467,31260008,1 bath,1,1
49111268,305489297,1 bath,4,4
49142194,202287550,1 shared bath,1,1
49173363,20703641,1 bath,1,2
49294881,301884869,1 bath,1,1
49462266,12802591,2 baths,2,2
49465882,210642957,1 bath,1,1
49532344,1354998,1 bath,1,
49627000,380332619,1 bath,2,2
49649623,132178349,1 bath,1,2
49714213,13460023,1 bath,1,
49861555,398408597,1 bath,2,2
50001583,217521776,1 bath,2,2
50098374,782801,1 bath,1,
50175339,17330506,1 private bath,1,
50588332,27895636,1 bath,1,1
50637892,287178820,1 bath,1,1
50740601,384532776,1 bath,3,3
50748765,10529251,1 shared bath,1,1
50810953,6144668,1 bath,1,
51248654,414924887,1 shared bath,1,1
51367149,2119276,1 bath,2,3
51554966,2487323,1.5 baths,1,1
51557856,266609191,1 shared bath,1,
51655249,59203702,1 bath,1,1
51680457,411600910,1 bath,1,1
52288075,396808869,1 bath,1,1
52519616,26671786,1 private bath,1,1
52551120,289122184,1 bath,1,1
52586825,32532169,1 private bath,1,2
52622727,276829981,2 baths,3,3
52755449,420392531,1 bath,1,2
52900413,10348207,1 shared bath,1,1
52905801,365517966,1 bath,1,1
52940307,73621411,1 bath,,1
53088392,154158582,1 bath,1,3
53156526,203068035,2.5 shared baths,2,2
53198670,196915362,1 bath,1,1
53218904,2137595,1.5 baths,3,3
53257905,30045574,1 bath,1,1
53258098,4122424,1 bath,1,1
53313409,415840703,1 bath,,1
53343701,58687873,1 bath,1,1
53412410,1369577,1 bath,2,2
53441894,2119276,1 bath,2,3
53718498,102648941,1 bath,2,6
53814025,13212779,1 bath,1,3
54038902,437920123,1 bath,1,1
54055516,66326553,2 baths,2,1
54226218,4679885,1 bath,1,1
54233094,70095320,2 baths,2,2
54245099,140614593,1 bath,1,2
54364652,441162075,1 bath,1,1
5.58E+17,159355723,1 private bath,1,1
5.63E+17,8993084,1 bath,2,2
5.66E+17,93827372,1 bath,2,2
5.68E+17,446383801,1 bath,2,3
5.70E+17,415122602,1 bath,1,5
5.80E+17,950041,1.5 baths,1,1
5.81E+17,14290739,1 bath,1,1
5.84E+17,404763698,1 bath,1,2
5.84E+17,7005540,1 shared bath,1,2
5.91E+17,10129708,1 shared bath,1,1
5.91E+17,358151054,1 bath,1,1
5.92E+17,445817673,1 bath,1,1
5.94E+17,245684727,1 bath,1,2
5.95E+17,169584006,1 shared bath,1,1
5.96E+17,11057321,1 bath,1,1
5.97E+17,440921674,1 shared bath,1,2
6.02E+17,170566147,1 bath,1,1
6.03E+17,103713745,1 bath,,2
6.05E+17,454345669,1 bath,1,1
6.09E+17,5560425,1 bath,2,2
6.13E+17,368465567,1 bath,1,1
6.16E+17,456692574,1 bath,2,2
6.23E+17,440921674,1 private bath,1,3
6.25E+17,458591926,1 bath,1,1
6.25E+17,458591926,1 bath,1,1
6.31E+17,8325020,1 shared bath,1,1
6.40E+17,462225990,1 bath,2,3
6.41E+17,462303111,1 shared bath,1,1
6.41E+17,26180644,1 bath,1,2
6.42E+17,300095703,1 bath,1,2
6.43E+17,268644876,1 bath,,1
6.45E+17,6376913,1 bath,2,2
6.50E+17,384532776,1 bath,2,3
6.53E+17,414068298,1 bath,1,1
6.54E+17,47576131,1 bath,1,1
6.57E+17,465924008,1 bath,2,2
6.61E+17,177199785,1 bath,1,1
6.61E+17,466974925,1 bath,1,1
6.67E+17,123431741,1 bath,2,1
6.70E+17,460132111,1 bath,2,2
6.74E+17,87639559,1 shared bath,1,1
6.74E+17,470173109,1 private bath,1,1
6.81E+17,472027255,1 bath,2,2
6.81E+17,107378179,1 bath,1,1
6.84E+17,22541573,1 bath,,1
6.84E+17,22541573,1 bath,,1
6.85E+17,10786332,1 shared bath,1,2
6.86E+17,363130739,1 bath,1,2
6.87E+17,85140494,1 bath,1,1
6.88E+17,391726093,1 shared bath,1,1
6.96E+17,231684594,1 bath,,2
7.01E+17,195802909,1 shared bath,1,1
7.01E+17,380332619,1 bath,1,2
7.02E+17,274452385,1 bath,2,2
7.04E+17,47844060,1 bath,2,2
7.05E+17,31641659,1 bath,1,2
7.07E+17,196705969,1 bath,1,1
7.12E+17,89339003,1 bath,1,1
7.15E+17,479247710,1 private bath,1,2
7.19E+17,407182150,1 shared bath,1,1
7.19E+17,132868974,1 bath,1,2
7.21E+17,480555157,1 shared bath,1,1
7.21E+17,8360989,1 private bath,1,1
7.24E+17,113723310,1 bath,,2
7.25E+17,69390579,1 bath,1,1
7.25E+17,310756552,1 bath,,1
7.25E+17,481248312,1 bath,2,2
7.26E+17,47465031,1 shared bath,1,1
7.27E+17,159355723,1 shared bath,1,1
7.27E+17,481554665,1 bath,3,3
7.33E+17,482784187,1 private bath,1,1
7.36E+17,483214440,1 bath,1,1
7.36E+17,380601266,1 bath,,1
7.39E+17,12619300,1 bath,1,2
7.41E+17,46723538,1 bath,1,1
7.41E+17,181694750,1 shared bath,1,1
7.43E+17,113723310,1 bath,1,1
7.44E+17,30045574,1 bath,1,1
7.44E+17,30045574,1 bath,1,1
7.44E+17,484803943,1 bath,2,2
7.45E+17,113723310,1 bath,1,1
7.51E+17,3146317,1 private bath,1,1
7.51E+17,486090705,1 bath,1,1
7.54E+17,66658078,1 bath,1,1
7.56E+17,357279975,1 bath,1,2
7.57E+17,128316535,1 bath,1,2
7.61E+17,381884891,1 private bath,1,1
7.62E+17,146000368,1 bath,1,1
7.63E+17,2685753,1 bath,2,3
7.63E+17,250566250,1 bath,1,3
7.63E+17,336581747,1 bath,,1
7.64E+17,15470785,1.5 baths,1,2
7.66E+17,213149621,1 shared bath,1,1
7.69E+17,46694098,1 bath,1,1
7.73E+17,398073234,2 baths,1,2
3177702,14902860,1 bath,2,3
3423516,17256091,1 bath,,2
3665787,18588115,1 bath,2,2
4092826,21228368,1 bath,3,6
8426915,44378396,1 bath,1,1
8458966,24559181,1 shared bath,1,1
13546134,19004207,1 bath,2,2
20887028,260958,1 bath,2,2
24426631,165884816,1 bath,1,1
29309862,9837286,1 bath,1,1
30254229,3624487,2 baths,3,4
30494093,115355850,1 bath,1,2
46039932,291093876,1 bath,3,4
48367018,120551798,1 bath,1,1
49208965,396940563,1 bath,2,2
49716170,321208922,1 bath,2,3
50169444,15857126,1 bath,1,
50761483,250252296,1 bath,,3
50960910,407661651,1 bath,1,1
51384921,88470654,1 bath,1,1
51755775,758655,1 bath,1,1
51796945,25856942,1 bath,1,1
51992365,212164658,1 bath,2,2
53494300,23678781,1 bath,1,1
54240974,409362260,1 bath,1,1
5.53E+17,443128236,1 bath,2,3
6.16E+17,414539549,1 bath,3,5
6.30E+17,115084419,1 bath,1,1
6.32E+17,400158761,1 bath,1,1
6.56E+17,9293730,1 bath,4,4
6.68E+17,402187116,1 bath,,1
6.93E+17,465037862,2 baths,2,3
6.94E+17,333057838,1 bath,2,2
7.55E+17,83182137,1 bath,1,2
7.58E+17,21130089,2.5 baths,3,4
7.60E+17,76878519,1 bath,1,1
7.60E+17,487685421,1 bath,2,2
326832,668564,1 bath,1,4
5010368,25840204,1 bath,1,2
5298896,3868692,1 shared bath,1,1
13448568,22541573,1 bath,,1
13650177,79258584,1 bath,1,3
16463598,50482164,1 bath,1,1
16893907,11787695,1 bath,1,1
17122054,115057851,1 bath,1,2
17692964,6198824,1 bath,2,3
18063815,50366453,1 bath,1,2
24618397,29100568,1 bath,1,1
28082095,135412962,1 bath,1,2
30905264,230961710,1 bath,1,2
31557451,398617,1 bath,1,1
32857674,242924411,1 bath,,1
35064797,10445838,1 shared bath,1,1
36762958,67587078,1 bath,3,3
37722378,235719,1 bath,1,1
41174759,320020592,2 baths,2,3
45767972,22541573,1 bath,,1
47048969,378112960,1 bath,1,1
48601046,10777921,1 bath,1,2
53054973,7896850,1 bath,,3
54258718,438952657,1 bath,2,2
54262388,438952657,1 bath,2,2
54262629,438952657,1 bath,2,2
6.56E+17,88174473,1 bath,,1
7.15E+17,71381787,1.5 baths,2,4
7.41E+17,99547346,1 bath,1,1
7.42E+17,467872558,1 bath,1,1
7.59E+17,487462757,1 bath,1,1
799924,2291000,1 bath,1,1
4357892,22727798,2 baths,4,4
5872177,9893040,1 bath,1,1
6949526,36434721,1 bath,1,1
11511431,23901404,1 bath,2,5
15875061,73175609,1 bath,1,1
17380301,48104557,1 bath,,1
21473761,51547093,1 bath,1,2
25616450,193054505,1 bath,1,1
28329004,213907821,1 bath,2,3
32530603,244453286,1 bath,1,2
34850853,394746,1 shared bath,1,1
35231370,45595980,1 bath,1,2
36601094,266797018,1 bath,1,1
38213232,110871178,1 bath,2,3
39892396,22175061,1 bath,,4
42022909,16050180,1 private bath,1,1
43334438,40396791,1 bath,1,1
44049457,51548122,1 bath,,1
47050975,378112960,2 baths,2,2
50948326,156255485,1 bath,1,2
53445397,41739719,1 bath,1,1
53892659,435050037,1 shared bath,1,1
54023696,212164658,1 bath,2,2
5.39E+17,413243090,1 bath,2,2
5.40E+17,413243090,1 bath,1,2
5.54E+17,443310211,1 bath,1,1
5.62E+17,265891670,1 bath,2,4
6.01E+17,35209591,1 bath,3,3
6.25E+17,458591926,1 bath,1,1
6.40E+17,462068289,1 bath,1,1
6.59E+17,348328077,2 baths,2,2
6.95E+17,406031733,1 bath,2,3
7.16E+17,143589,1 bath,1,1
7.19E+17,479275106,1 shared bath,1,1
7.58E+17,487290358,1 bath,1,3
7.60E+17,487625803,1 bath,2,3
7.62E+17,2867137,1 bath,,1
7.71E+17,345696291,1 bath,1,1
7.73E+17,47633041,1 bath,2,3
521522,2440317,1 bath,1,1
1076324,3864301,1 bath,2,5
1766846,5586949,1 bath,1,1
1781786,9352452,1 bath,1,1
3492910,17266994,1 bath,,1
6037761,7256281,1 shared bath,1,1
6967305,36531150,2.5 baths,2,3
7051619,36980964,1 bath,,1
8597141,43908809,1 bath,1,1
11698097,33854837,1 shared bath,1,2
11772032,62668424,1 bath,2,6
15715486,4075380,1 bath,1,1
19052822,76998112,1 bath,1,3
23901975,43275413,1 bath,1,1
24656108,4794638,1 bath,2,2
25029982,4246574,1 bath,,1
28224871,187148732,1 bath,2,3
28722807,3017533,1 bath,3,4
31358785,2707299,1 bath,1,2
35818271,21041659,1 bath,,1
36064676,271300364,1.5 baths,4,4
36813643,276702827,1 bath,2,3
37862092,166877861,1 bath,2,2
38428985,292409387,1 bath,3,5
39028402,299080216,1 bath,1,1
43008966,342139982,1 shared bath,3,3
43011035,342139982,1 bath,3,3
45558214,518821,1 bath,1,2
45689199,22541573,1 bath,1,1
45689247,22541573,1 bath,1,1
47592278,36556146,1 shared bath,1,2
49006941,143882962,1 bath,2,2
49152044,369817284,1 bath,1,1
49609544,310565256,1 shared bath,1,1
49727199,22541573,1 bath,1,1
49925408,260604130,1 bath,2,2
50034857,403560356,1 shared bath,1,1
50066660,11910319,1 shared bath,1,1
50210952,22541573,1 bath,1,1
50475919,1403096,1 bath,1,1
50795818,349662394,1 bath,2,3
51020736,180354201,1 private bath,1,2
51162963,414068298,1 bath,1,1
51275148,227919091,1.5 baths,2,2
52490684,413243090,1 bath,1,2
52535027,388575050,1 bath,3,5
52673428,5396783,1 bath,1,2
52930589,141361303,1 bath,1,2
53758529,347673646,1 bath,1,1
53768511,435479725,1 bath,1,1
53903785,399865453,1 bath,1,2
54107792,136979577,1 bath,1,2
5.70E+17,446836242,1 bath,2,2
5.78E+17,278934194,1 bath,2,3
5.91E+17,297523086,1 bath,2,2
6.07E+17,388759271,1 bath,1,2
6.13E+17,4231877,1 bath,1,1
6.32E+17,365141716,1 bath,2,2
6.49E+17,429776033,1 bath,2,2
6.54E+17,383615076,1 bath,2,2
6.56E+17,30985759,1 shared bath,1,1
6.80E+17,77725998,1 shared bath,1,1
6.84E+17,10194781,1 bath,1,2
6.90E+17,44851966,1 bath,2,2
6.93E+17,141853769,1 bath,,1
7.01E+17,6263296,1 bath,1,1
7.05E+17,375394646,1 bath,1,2
7.09E+17,462877490,1 shared bath,1,1
7.20E+17,194765199,2 baths,3,4
7.32E+17,380601266,2 baths,2,2
7.35E+17,16918947,1 bath,,1
7.48E+17,454345669,1 bath,1,2
7.55E+17,401202937,1 shared bath,1,3
7.57E+17,103365942,1 bath,1,1
7.59E+17,6970781,1 bath,,1
7.70E+17,484287403,1 shared bath,1,3
7.73E+17,25355233,1 bath,2,2
121861,611716,2 baths,2,2
158061,758441,1 bath,1,1
188674,909234,1 bath,1,1
292800,1515730,1 bath,1,1
524111,62508,1 bath,,
576916,2837527,1 bath,1,1
684808,3491890,1 bath,1,1
798008,758441,1.5 baths,1,1
812695,1201534,1 private bath,2,2
825193,4330726,1 bath,1,1
959349,1797637,1.5 baths,1,2
986727,5414067,1 bath,2,5
1100421,1545977,1 bath,1,1
1645181,8708720,1 bath,1,3
2183423,5414067,1 bath,1,4
2551299,3173210,1 bath,1,1
2551532,13063145,1 bath,2,2
2995701,15271110,1 bath,2,3
3383382,908514,1 bath,1,1
3624387,4666670,1 bath,1,1
3694498,18646528,1 bath,1,1
3819656,19644902,1 bath,,1
4449611,16761703,1 bath,1,1
4455094,13541655,1.5 shared baths,1,1
4783809,177846,1 bath,2,2
4802648,13026391,1 bath,1,1
4866875,87473,1 bath,2,2
4885673,24943630,1 shared bath,1,1
4917122,4445005,1 bath,1,1
5301003,1763862,1 bath,1,3
5649163,643512,1 bath,1,1
5757509,29867161,1 bath,1,1
6303611,6283678,2 baths,2,2
6327601,32931660,1 bath,1,1
6478214,29766266,1 bath,1,1
6492185,33929905,1 bath,1,1
6655786,7088466,1 bath,1,1
6739145,25368839,1 bath,3,3
6921831,36279488,1.5 baths,1,2
6974801,21175506,1 bath,1,1
7047076,3434070,1 bath,1,1
7172107,37565381,1.5 baths,2,2
7176975,32933539,1.5 baths,2,2
8167884,43108922,1 bath,1,2
8479799,44660079,1 bath,1,1
9116831,3922367,1 bath,1,1
9261959,208983,1 bath,1,1
9725232,290908,1 bath,1,1
9809458,3829864,1 bath,1,1
10127534,24673896,1 bath,1,1
10231244,2883798,1 shared bath,1,2
10527546,14290739,1 bath,1,1
10824421,7911103,1 bath,1,1
11341728,51501835,1 bath,,1
11609108,61391963,1 bath,1,1
11715256,61391963,1 bath,2,2
11984148,35076223,1 bath,1,1
12004744,18978289,1 bath,1,1
12099852,42905408,1 bath,1,1
12924969,758441,1.5 baths,1,1
12962798,321386,1 bath,,2
13199140,73924316,1 bath,1,1
13379125,24640579,1 bath,1,1
13466168,12176919,1 bath,1,3
14316284,1483451,1 bath,1,1
14317995,8049219,1 bath,1,1
14858190,17540607,1 bath,1,1
14972714,26502234,1.5 baths,2,2
15149137,7202412,1 bath,1,3
15462208,26073602,1 bath,2,3
15661467,101110337,1 bath,1,1
15672256,89206373,1 bath,1,1
15952447,97148702,1 bath,1,3
16004740,17108681,2 baths,2,1
16220003,61549491,1 bath,1,2
16620235,172113555,1 bath,1,2
17679822,120393659,1 bath,1,3
18448446,51501835,1 bath,2,3
18811240,2978784,3 baths,2,2
19345240,35786659,1 private bath,1,1
19470210,10856865,1 bath,,2
19751205,55148803,1 bath,1,1
19889906,140798168,1 bath,1,1
20017121,82119233,1 bath,2,2
20134851,4305955,1 bath,1,1
20308965,363834,1 bath,1,1
20696496,148130354,1 bath,3,3
20897952,61391963,1 bath,1,1
21200108,151645438,1 bath,1,1
21295182,91299100,1 bath,,2
21447304,116839989,1 bath,1,2
21583199,37750296,1 bath,1,1
21693657,81460578,2 baths,1,1
21769638,82119233,1 bath,2,2
21892834,61391963,1 bath,1,1
22065693,10916642,1 bath,1,1
23034152,168465501,1 bath,1,1
24497152,61391963,1 bath,1,1
25348802,23121862,,1,1
26190193,13414796,1 bath,1,1
26447954,244444,1 bath,,1
26683178,13093738,1 bath,1,1
27570485,61391963,1 bath,1,1
29381358,221343982,1 shared bath,1,1
30183428,11547083,1 bath,1,1
30215130,27245607,1 bath,1,2
31204536,66813379,1 bath,1,2
31738629,170638981,1 bath,2,3
32081249,240594389,1 bath,2,3
32495771,10450748,1 bath,2,3
32845331,242924411,1 bath,,2
33005545,248406276,1 shared bath,1,1
33800548,96219565,1 bath,1,1
34709283,5074874,2 baths,3,4
34754241,46588955,1 bath,,1
34969461,1849974,1.5 baths,2,3
35878938,269860794,1 bath,2,2
36307792,41698272,1 shared bath,1,1
36732625,103423674,1 bath,1,2
37294438,61391963,1 bath,1,1
37329889,278925199,1 bath,2,2
37424933,258230385,1.5 baths,1,1
37443671,25141383,1 bath,1,2
38820519,109276977,1 bath,1,1
39074638,7289570,1 bath,2,2
39335644,14327476,1 bath,1,1
39481793,14691130,1 bath,1,1
39559324,4231401,1 bath,1,1
39732310,305387117,1 shared bath,1,1
39920610,61391963,1 bath,1,1
39920891,78277637,1 bath,1,1
40231754,8815907,1.5 baths,1,1
40677597,26071530,1 bath,2,2
40925588,130777278,1 bath,2,3
41125049,1360423,2.5 baths,2,2
41395051,185979641,1 bath,1,1
41596532,327930312,1 bath,1,2
41914819,3751841,1 bath,1,1
42015560,61391963,1 bath,2,2
42094751,333828322,1 bath,1,1
42437972,10085003,1 shared bath,1,
42504616,61391963,1 bath,,1
42835790,61391963,1 bath,,1
43268369,51548122,1 bath,,1
43310301,51548122,1 bath,,1
43315428,51548122,1 bath,,1
43315639,51548122,1 bath,,1
43911773,190667643,1 bath,2,2
44098402,353990601,1 bath,2,2
44596584,3660702,3 shared baths,1,1
44845990,362591996,1 bath,1,1
45527090,368570321,1 bath,1,1
45698590,80470317,1 bath,3,4
45750107,61391963,1 bath,,1
45847112,51501835,1 bath,2,2
46260454,9068084,1 bath,1,1
46638688,162171692,1 bath,,2
47120135,380727943,1 bath,2,2
47315713,185979641,1 bath,1,1
47360878,156348349,1 bath,2,2
47411421,185979641,1 bath,1,1
48137711,727585,1 bath,2,2
48323889,263259304,1 bath,2,3
48961693,217362657,1 bath,1,1
49009149,394817730,1 private bath,,4
49045052,254372359,2 baths,3,4
49046539,348619646,1 bath,,2
49190656,135072241,1 bath,2,2
49380182,398277756,1 bath,2,2
49534489,67377627,1 bath,2,2
49607441,127449724,1 shared bath,1,1
49793941,70345156,1 bath,1,1
50070650,61391963,1 bath,,1
50148604,61391963,1 bath,,1
50587797,25454304,1 bath,,1
50755431,3491890,1 bath,,
50762218,79060345,1 bath,,3
50853546,374593637,1 bath,3,4
50897694,403320678,1 bath,1,2
50961550,4030621,1 bath,1,1
50999685,412547947,2 baths,2,3
51065454,127847762,1 bath,1,2
51067075,779474,1 bath,1,1
51081836,258884392,2 baths,1,2
51124294,29788934,1 bath,,1
51195082,400193201,1 bath,2,2
51215009,414576994,1 private bath,1,2
51460850,1504257,1 bath,,1
51730172,217362657,1 bath,1,1
52005211,420852622,1 bath,2,3
52085532,421715571,1 bath,1,2
52209121,355499242,1 bath,1,1
52558166,190095485,1 bath,,2
52639158,14521416,1 bath,2,2
52922566,56252,1 bath,1,1
53106344,88976714,1 bath,1,2
53157676,91646104,1 bath,1,3
53223918,430907225,1 bath,2,3
53464092,127759523,1 bath,1,1
53735637,350413711,1 bath,1,1
53742245,435266047,1 bath,1,1
54311993,440547444,1 bath,1,1
54343089,440923122,1 bath,1,2
5.53E+17,161534360,1 bath,1,1
5.58E+17,388759271,1 bath,2,2
5.61E+17,162493061,1 bath,2,2
5.67E+17,70051986,1 bath,1,1
